universe,quality,pullback,trigger,hold,exit,n,wr,exp,avg_w,avg_l,score
mid,rs_pos,dn8,volexp,20,target15,521,0.564299424184261,0.009451117770848677,0.11808126941693582,-0.13124167775315845,0.21572577437272838
mid,above50+rs,vwap,gapup,20,target15,2515,0.5324055666003976,0.004300214817330852,0.0741975613769643,-0.07528528436919056,0.21565480843261395
small,above50+rs,dn8,immed,10,time,2720,0.45036764705882354,0.0041313771419516695,0.16975180520188982,-0.13157766926167658,0.21546627040488456
small,above200+rs,dn5,volexp,10,time,639,0.49139280125195617,0.00851805509107057,0.13535405347818938,-0.1140250325814073,0.21532322392058403
large,above50+rs,touch200,green,5,time,361,0.6094182825484764,0.011323370268830743,0.037090711400810834,-0.028880991781067275,0.21514403510778413
small,above50+rs,dn10,immed,20,target15,1951,0.5950794464377243,0.004868101110354723,0.13406629402975972,-0.18500417987626452,0.21502463772475605
large,above50+rs,dn5,immed,5,trail5,2708,0.4191285081240768,0.004129727690330131,0.055766658169115114,-0.03312896022665712,0.21490461687996545
large,above200,touch21,volexp,10,target15,926,0.5323974082073434,0.0070617944468084,0.0470993880372395,-0.03852373359033371,0.21489215711400422
small,above200+rs,touch200,green,20,target10,717,0.5676429567642957,0.008010296681119937,0.047507470665028646,-0.04384567045259246,0.214490558168245
large,rs_pos,touch200,volexp,20,time,138,0.5434782608695652,0.018253984355564946,0.07482246210321221,-0.04908944153449133,0.21443576285158908
large,rs_pos,dn15,gapup,10,trail5,103,0.4174757281553398,0.021102516321230353,0.10009858076722315,-0.03551132986506448,0.2141671498947556
large,above200+rs,touch50,gapup,20,time,313,0.5463258785942492,0.012101631931247893,0.056394626331349354,-0.04123711484633908,0.21409972456780918
mid,above200,dn10,volexp,20,target15,416,0.5576923076923077,0.010490620812048247,0.11957614968478747,-0.12705200254923169,0.21396752092134638
mid,above200+rs,dn15,volexp,5,target10,81,0.6666666666666666,0.02377251134056143,0.08882926676792467,-0.10634099951416508,0.21395260206505287
mid,above50+rs,dn8,gapup,10,trail5,208,0.39903846153846156,0.014829212140631378,0.08723603461176359,-0.0332489179802004,0.21386993899111814
large,none,dn15,gapup,10,trail5,451,0.42572062084257206,0.010068579960948138,0.07130681074134144,-0.03532810077200752,0.21382402202730377
mid,above21,touch21,immed,5,target10,12878,0.5408448516850443,0.0018806758111905503,0.030086657911154488,-0.03134351923806512,0.2134214907747924
mid,above200+rs,touch200,green,2,time,599,0.654424040066778,0.008719053653215693,0.02766192855056272,-0.027153443736929406,0.2133942737469417
mid,above200,vwap,volexp,10,trail5,2017,0.4590976698066435,0.00474963224306422,0.04656172544301937,-0.03073890882307553,0.21331084360215855
mid,above21,dn15,gapup,20,target15,30,0.7,0.038918168145681956,0.14168841324594078,-0.20087907042158867,0.2131635859016901
large,above21,touch50,gapup,20,target10,679,0.540500736377025,0.008177810045014052,0.03970871502198629,-0.028911427540078298,0.21309433561888483
small,above50+rs,dn10,volexp,20,time,159,0.4025157232704403,0.01688832463023316,0.3045074263699399,-0.17687612285756923,0.21295367078725425
mid,none,dn10,volexp,5,target15,2026,0.5306021717670286,0.0047278235678855016,0.08513114996310565,-0.08615921730999217,0.21280458544407024
large,above200,touch50,volexp,20,target10,601,0.5590682196339434,0.008673475794227855,0.05556179437663483,-0.05077737342723911,0.2126328727976626
mid,above21,dn8,volexp,5,target10,194,0.6288659793814433,0.015251432739526912,0.0843740976639025,-0.10187308282677618,0.21242787697948873
mid,none,dn15,volexp,2,target15,1097,0.5305378304466728,0.006410797649072051,0.07946293127438998,-0.07614520578769501,0.21233196689992412
large,rs_pos,touch200,green,10,trail5,575,0.528695652173913,0.008848420117322325,0.03684425598662905,-0.02255650277666012,0.21217766065084417
large,above200+rs,dn5,volexp,2,target15,438,0.5730593607305936,0.01013798237087286,0.0574686350242783,-0.05339139632433979,0.21217225245029675
mid,none,dn15,volexp,5,target15,1099,0.5377616014558689,0.006400106581800538,0.0960901925695179,-0.09794406825824072,0.21217101432568217
mid,above200+rs,touch200,green,2,target15,599,0.656093489148581,0.008659445964296878,0.02728579919743567,-0.02687529588339025,0.21193540676521683
large,above21,touch21,volexp,20,target15,899,0.5372636262513905,0.007060901861721091,0.057814860274205127,-0.051867371968158195,0.21170934144640352
small,above50+rs,dn15,volexp,2,time,74,0.47297297297297297,0.024608818562155205,0.16621781398008817,-0.10247617732573333,0.21169306170929533
mid,above200+rs,dn15,gapup,20,trail5,80,0.3875,0.02364919266171437,0.11500385411752197,-0.03414661356542919,0.2115248096183301
mid,above200+rs,dn15,gapup,10,trail5,80,0.3875,0.02364919266171437,0.11500385411752197,-0.03414661356542919,0.2115248096183301
large,rs_pos,touch21,volexp,5,time,694,0.5489913544668588,0.008025883668314028,0.045146002568145695,-0.03715867000847788,0.21143291420252674
mid,above21,dn15,gapup,20,trail5,31,0.5161290322580645,0.037959712240377565,0.11441411610248335,-0.043591651879201956,0.21135073303525675
mid,above21,dn15,gapup,10,trail5,31,0.5161290322580645,0.037959712240377565,0.11441411610248335,-0.043591651879201956,0.21135073303525675
mid,above21,dn15,gapup,5,trail5,31,0.5161290322580645,0.037959712240377565,0.11441411610248335,-0.043591651879201956,0.21135073303525675
large,above200+rs,dn8,volexp,5,target15,193,0.5751295336787565,0.015212448867257006,0.08378772761570098,-0.0776150626092952,0.21133809383073707
large,above50+rs,touch200,green,2,time,363,0.696969696969697,0.011091489137679758,0.025698598705920183,-0.022504862869273213,0.2113212498986562
large,above50+rs,dn5,immed,2,time,2681,0.5020514733308467,0.004074007801464191,0.051860063354810366,-0.04410579053172229,0.21094549906905935
small,above50+rs,dn5,volexp,2,target15,580,0.5258620689655172,0.008756044833208212,0.08208482235033926,-0.07257223568579167,0.2108734839904446
mid,above50+rs,vwap,gapup,20,target10,2525,0.5588118811881189,0.004195739769088621,0.06602634369896063,-0.07411932499307422,0.21083331408965564
large,above200+rs,vwap,volexp,2,trail5,929,0.5252960172228203,0.0069140686468257394,0.03830396527881921,-0.027821236469756615,0.21073736436629928
small,above200+rs,dn15,volexp,2,time,111,0.4774774774774775,0.01997946737878054,0.13804516289137667,-0.08790815093445388,0.21049675046924804
mid,above21,vwap,gapup,10,time,4098,0.5134211810639336,0.003287987961523773,0.0620290614908577,-0.05869356605338022,0.21048259807961156
large,above50+rs,touch200,green,2,target10,363,0.699724517906336,0.011039883447498804,0.02535483313704216,-0.022317889223547174,0.2103380294477724
mid,none,touch21,gapup,20,target10,2333,0.5585083583369053,0.004352223749920036,0.04139253611999112,-0.042505569471635904,0.21021736301108812
small,above50+rs,touch50,green,20,trail5,1630,0.5098159509202455,0.0052031428049313985,0.0341821534921454,-0.024936479073760506,0.2100678293529742
large,above21,vwap,immed,2,time,11326,0.5329330743422215,0.0019736269018642274,0.02635260621852957,-0.02584329543374862,0.21004064095206565
large,rs_pos,dn15,gapup,20,trail5,103,0.42718446601941745,0.020673498694038308,0.09640702790578595,-0.03580574342997689,0.20981309651687038
mid,above21,touch21,immed,10,target15,12465,0.525150421179302,0.0018787560620033585,0.0425312826614178,-0.04308009494657358,0.20975703541123858
small,above200+rs,dn5,volexp,5,time,673,0.4710252600297177,0.00808364311281189,0.11708963571807243,-0.08898068176322066,0.20970783834035475
small,none,vwap,immed,10,trail5,27180,0.4429727740986019,0.0012714279064490004,0.039825334270623125,-0.029388349677742308,0.20961215632892163
large,above50,dn5,volexp,5,target10,369,0.5826558265582655,0.010906447623354246,0.06603520857389522,-0.06605903032707634,0.20950601736417437
mid,above200,touch200,immed,20,time,4734,0.5008449514152936,0.0030442167761465383,0.046939336233923754,-0.04099951078813183,0.20945450308679056
large,above50+rs,vwap,volexp,2,trail5,923,0.5265438786565547,0.006876777034579608,0.03814837340475184,-0.027901245473209192,0.20892277898737072
small,above21,vwap,immed,5,trail5,16133,0.4706502200458687,0.0016442382121663788,0.03354699590641861,-0.026720824922781772,0.20884414485508024
small,above50,dn5,volexp,10,target15,847,0.5442739079102715,0.007174625399066021,0.1089768589225443,-0.11440783484529538,0.2088050201157386
large,above200,dn5,volexp,2,time,811,0.5043156596794082,0.0073320216493831716,0.06073352720247558,-0.04699936086607653,0.20880176515000076
large,above50+rs,dn5,volexp,2,time,263,0.5551330798479087,0.012863858526614048,0.07009435738012597,-0.05855197764956322,0.20861672794550987
large,above50+rs,touch21,volexp,20,target15,534,0.5449438202247191,0.009026299147887943,0.06303850374477032,-0.05565498290023047,0.20858369243069996
large,above200+rs,touch21,immed,10,time,5018,0.5179354324432045,0.0029445041588621827,0.047336130672461334,-0.04475034383983323,0.20858232329977408
small,rs_pos,dn8,volexp,20,target15,675,0.5911111111111111,0.008020363803409765,0.12161909542604915,-0.15620388952062328,0.20837516404038114
mid,rs_pos,dn10,immed,20,target15,3237,0.54989187519308,0.0036603487327639753,0.12040983858425579,-0.13897114882087735,0.20825422147152606
mid,none,touch50,gapup,20,target10,1564,0.5626598465473146,0.005260033144666394,0.03729962171306692,-0.03596049015970856,0.20802084448486133
small,above200+rs,dn5,volexp,20,time,657,0.4657534246575342,0.008111437501378526,0.17685281092860594,-0.13899642651210178,0.20791245717506163
mid,above200+rs,touch50,gapup,20,time,414,0.5628019323671497,0.010211563875712164,0.0488519925110619,-0.03952998237863308,0.20777458754652442
small,rs_pos,dn10,volexp,2,time,476,0.4894957983193277,0.009521676789269337,0.10674250896331268,-0.0836982980936611,0.20773846188549622
large,rs_pos,dn10,immed,5,target15,1507,0.5335102853351028,0.005350922803698377,0.07768617766738933,-0.07737673709730807,0.2077233470283659
small,above200,dn8,gapup,2,trail5,493,0.4077079107505071,0.009354010364221186,0.06930684680568819,-0.031914894172542056,0.20769273549578227
large,above200,dn10,immed,5,time,1855,0.5045822102425876,0.0048217941438363126,0.08033840434852119,-0.07209175009075024,0.20767327996173668
small,above200,touch200,volexp,2,time,994,0.5,0.006584393935692538,0.03147829672849852,-0.01830950885711344,0.2075912282332333
mid,above200+rs,dn10,immed,20,target10,2164,0.6206099815157117,0.0044592330240125645,0.09047847886643899,-0.13625190846974958,0.20743822894425545
small,none,dn10,volexp,10,target15,2538,0.5673758865248227,0.004115955977707374,0.11309264292034585,-0.13880428919296603,0.20735596346201096
mid,above200+rs,dn8,volexp,2,time,330,0.48787878787878786,0.011410432126400562,0.09499243393507409,-0.06821502521795705,0.20728079320741233
mid,above200+rs,touch200,green,2,trail5,600,0.6466666666666666,0.008455469387312228,0.023219264151187965,-0.018565060652233928,0.20711585534638466
small,above50,dn8,gapup,10,time,333,0.45045045045045046,0.011346218274058585,0.1828566079736444,-0.12923606836494617,0.20704905413408548
small,above50,dn8,immed,10,time,3978,0.4467068878833585,0.00328177880216051,0.16467760542393492,-0.12702280270937658,0.2069863445710887
mid,none,touch200,gapup,20,target10,996,0.5401606425702812,0.006557996111030982,0.034503885301719,-0.026269271104231367,0.20696686628619637
large,none,dn10,volexp,2,target15,998,0.5160320641282565,0.006545767831463311,0.06595415444677001,-0.05679857814552003,0.20678825486572744
large,rs_pos,touch200,volexp,20,target15,139,0.5539568345323741,0.01752830430560511,0.06889477370377986,-0.046265536721160336,0.2066556599862567
large,above50+rs,touch21,volexp,10,time,512,0.54296875,0.009127509017884058,0.054104384874526644,-0.0443065571707768,0.20653195270038982
large,above200+rs,touch50,gapup,20,target15,314,0.5477707006369427,0.011647301264421827,0.055307691309352355,-0.04123711484633908,0.20639070424241376
mid,above50,touch200,gapup,20,target15,595,0.5714285714285714,0.008451533892006634,0.03438513156326216,-0.02612659633633406,0.20615507015594692
large,above50+rs,touch200,green,20,trail5,356,0.49157303370786515,0.010915087503968591,0.045707356400331474,-0.02272384651185188,0.20594545913437298
large,rs_pos,touch21,immed,5,time,5814,0.5356037151702786,0.002700573845532199,0.03564610416921667,-0.03529660446111723,0.20591764892629605
mid,above50,dn5,gapup,2,trail5,718,0.4777158774373259,0.007679189792611346,0.04996946127133205,-0.031002311853258524,0.2057678991372061
small,above21,touch50,gapup,20,time,1350,0.554074074074074,0.005596261814399386,0.03129137984146403,-0.026330562578033095,0.20561978868450714
mid,above50+rs,dn8,gapup,20,trail5,208,0.3894230769230769,0.014242663215529586,0.08882978483017188,-0.03332865057018715,0.20541061009102696
mid,above50,dn10,gapup,2,time,170,0.4764705882352941,0.01574774592662243,0.09418829497248425,-0.05564196724994844,0.20532548624271432
small,above200,dn8,volexp,10,time,566,0.46996466431095407,0.008630293979044879,0.15176861999962993,-0.11828568842587388,0.20532120537645854
mid,above50,dn8,immed,2,time,2928,0.46687158469945356,0.0037933617852867474,0.0701531684614165,-0.054319294029107464,0.20526258831206495
mid,above200+rs,dn10,immed,2,time,2141,0.49416160672582904,0.004434745215225686,0.06077305655194818,-0.050603051086023074,0.20519983511302728
mid,none,vwap,immed,5,target10,24749,0.5352135439815751,0.0013042229389371388,0.042180110699692346,-0.045765411876238324,0.20517793861709105
large,above50+rs,dn10,green,20,target15,292,0.547945205479452,0.012006830997378318,0.13094670082018434,-0.1321627081817805,0.20517281802198994
mid,above21,touch200,immed,20,target15,3166,0.5259001895135819,0.0036440487930767523,0.050411180127232794,-0.048232882367063024,0.20504049362411858
large,above200,touch21,immed,5,trail5,8881,0.519423488345907,0.0021754806219579734,0.026269510678756307,-0.02386616901534538,0.20501524390197579
mid,above50,dn8,gapup,5,trail5,284,0.426056338028169,0.012162189003359164,0.07254219268480672,-0.0326597769196786,0.20496085222396565
large,above21,dn5,gapup,10,target10,359,0.5738161559888579,0.010799978919292493,0.07838823339539114,-0.08020120030996453,0.20463039004977057
mid,above50+rs,dn8,gapup,20,time,197,0.4873096446700508,0.014572214639441432,0.16808648958203806,-0.1313423437218385,0.20453077905561398
large,above200,vwap,immed,10,trail5,11321,0.4603833583605689,0.0019214251249346373,0.039233216202888534,-0.029911780816839092,0.20443999446286265
large,above200,dn5,volexp,10,target10,800,0.575,0.007227640303569589,0.06424296701388744,-0.06991074289274281,0.20442853882525014
mid,above21,touch21,immed,10,time,12439,0.5216657287563309,0.0018299500808909913,0.04322483573101007,-0.04331482521047416,0.20409481736854587
small,above50+rs,dn15,volexp,5,time,71,0.4225352112676056,0.024216214157049148,0.24077618552746535,-0.13424230147984076,0.2040494474266098
large,above50+rs,dn8,volexp,5,target10,89,0.6292134831460674,0.021572222016058268,0.08190330897050775,-0.08080780433088634,0.20351193547602975
small,above200+rs,touch200,green,20,time,708,0.536723163841808,0.007647598527495333,0.05593479431595168,-0.0482948843981553,0.2034893618161061
mid,above50,touch21,volexp,20,time,1351,0.5277572168763879,0.005523606789063994,0.05977271980076796,-0.05510275305003464,0.20302542544770566
large,above50+rs,dn5,volexp,20,target10,261,0.6360153256704981,0.012559098084837923,0.0841958063384809,-0.11261662370573823,0.20289843904745858
mid,above50+rs,dn5,volexp,5,time,486,0.4835390946502058,0.009203058676705704,0.10940785183784842,-0.08461417794826857,0.20288518047740114
large,none,vwap,volexp,2,time,1955,0.541687979539642,0.004587390473862018,0.04037549494827543,-0.03771127318507079,0.20283322190453515
mid,above200+rs,vwap,immed,20,target15,9735,0.5188495120698511,0.0020543901597364946,0.07757174761967843,-0.07937989090989774,0.20269867233948408
mid,above50+rs,dn5,gapup,10,trail5,496,0.4092741935483871,0.009087636121783673,0.07101552414981586,-0.03381803374064136,0.20239126616493583
